oln_id_a	oln_id_b	oln_id_c	type_ac	type_bc	num_phenotype_shared	phenotype_intersect_abc
YHL030W	YDL097C	YIL075C	p	p	1	(null, resistance to chemicals: decreased, 5-chloro-7-iodoquinolin-8-ol)
YHL030W	YDL097C	YOR261C	p	p	1	(null, resistance to chemicals: decreased, 5-chloro-7-iodoquinolin-8-ol)
YHL030W	YDL097C	YPR108W	p	p	1	(null, resistance to chemicals: decreased, 5-chloro-7-iodoquinolin-8-ol)
YHL030W	YFR050C	YFR004W	p	p	1	(null, resistance to chemicals: decreased, 5-chloro-7-iodoquinolin-8-ol)
YHL030W	YFR050C	YJL001W	p	p	1	(null, resistance to chemicals: decreased, 5-chloro-7-iodoquinolin-8-ol)
YHL030W	YFR050C	YMR314W	p	p	1	(null, resistance to chemicals: decreased, 5-chloro-7-iodoquinolin-8-ol)
YHL030W	YFR050C	YOL038W	p	p	1	(null, resistance to chemicals: decreased, 5-chloro-7-iodoquinolin-8-ol)
YHL030W	YFR050C	YOR261C	p	p	1	(null, resistance to chemicals: decreased, 5-chloro-7-iodoquinolin-8-ol)
YHL030W	YGL048C	YDL007W	p	p	1	(null, resistance to chemicals: decreased, 5-chloro-7-iodoquinolin-8-ol)
YHL030W	YGL048C	YDL147W	p	p	1	(null, resistance to chemicals: decreased, 5-chloro-7-iodoquinolin-8-ol)
YHL030W	YGL048C	YDR394W	p	p	1	(null, resistance to chemicals: decreased, 5-chloro-7-iodoquinolin-8-ol)
YHL030W	YGL048C	YDR427W	p	p	1	(null, resistance to chemicals: decreased, 5-chloro-7-iodoquinolin-8-ol)
YHL030W	YGL048C	YFR004W	p	p	1	(null, resistance to chemicals: decreased, 5-chloro-7-iodoquinolin-8-ol)
YHL030W	YGL048C	YIL075C	p	p	1	(null, resistance to chemicals: decreased, 5-chloro-7-iodoquinolin-8-ol)
YHL030W	YGL048C	YOR117W	p	p	1	(null, resistance to chemicals: decreased, 5-chloro-7-iodoquinolin-8-ol)
YHL030W	YGL048C	YOR259C	p	p	1	(null, resistance to chemicals: decreased, 5-chloro-7-iodoquinolin-8-ol)
YHL030W	YGL048C	YPR108W	p	p	1	(null, resistance to chemicals: decreased, 5-chloro-7-iodoquinolin-8-ol)
YHL031C	YER157W	YKL196C	p	p	1	(null, toxin resistance: decreased,  )
YHR012W	YDL077C	YML001W	p	p	12	(null, resistance to chemicals: decreased, sirolimus); (null, resistance to chemicals: decreased, sirolimus (0.015 ug/ml)); (null, resistance to chemicals: decreased, caffeine (0.15%)); (null, resistance to chemicals: decreased, actinomycin D); (null, resistance to chemicals: decreased, nigericin); (null, resistance to chemicals: decreased, mefloquine); (null, resistance to chemicals: decreased, caffeine (6 mM)); (null, resistance to chemicals: decreased, hygromycin B (7 ug/ml)); (null, resistance to chemicals: decreased, actinomycin D (400 uM)); (null, resistance to chemicals: decreased, mutalomycin sodium salt); (null, resistance to chemicals: decreased, alborixin); (null, resistance to chemicals: decreased, chondramide derivative)
YHR012W	YDR080W	YML001W	p	p	13	(null, resistance to chemicals: decreased, sirolimus); (null, resistance to chemicals: decreased, sirolimus (0.015 ug/ml)); (null, resistance to chemicals: decreased, caffeine (0.15%)); (null, vacuolar morphology: abnormal, sodium chloride (0.4 M)); (null, resistance to chemicals: decreased, actinomycin D); (null, resistance to chemicals: decreased, nigericin); (null, resistance to chemicals: decreased, mefloquine); (null, resistance to chemicals: decreased, caffeine (6 mM)); (null, resistance to chemicals: decreased, hygromycin B (7 ug/ml)); (null, resistance to chemicals: decreased, actinomycin D (400 uM)); (null, resistance to chemicals: decreased, mutalomycin sodium salt); (null, resistance to chemicals: decreased, alborixin); (null, resistance to chemicals: decreased, chondramide derivative)
YHR030C	YBL105C	YJL095W	kd	kd	1	(null, resistance to chemicals: decreased, 3-nitroso-2-phenylimidazo[1,2-a]pyrimidine (9 uM))
YHR030C	YBL105C	YJL095W	kd	ku	1	(null, resistance to chemicals: decreased, 3-nitroso-2-phenylimidazo[1,2-a]pyrimidine (9 uM))
YHR030C	YBL105C	YJL095W	kd	p	1	(null, resistance to chemicals: decreased, 3-nitroso-2-phenylimidazo[1,2-a]pyrimidine (9 uM))
YHR030C	YBL105C	YJL095W	ku	kd	1	(null, resistance to chemicals: decreased, 3-nitroso-2-phenylimidazo[1,2-a]pyrimidine (9 uM))
YHR030C	YBL105C	YJL095W	ku	ku	1	(null, resistance to chemicals: decreased, 3-nitroso-2-phenylimidazo[1,2-a]pyrimidine (9 uM))
YHR030C	YBL105C	YJL095W	ku	p	1	(null, resistance to chemicals: decreased, 3-nitroso-2-phenylimidazo[1,2-a]pyrimidine (9 uM))
YHR030C	YBL105C	YJL095W	p	kd	1	(null, resistance to chemicals: decreased, 3-nitroso-2-phenylimidazo[1,2-a]pyrimidine (9 uM))
YHR030C	YBL105C	YJL095W	p	ku	1	(null, resistance to chemicals: decreased, 3-nitroso-2-phenylimidazo[1,2-a]pyrimidine (9 uM))
YHR030C	YBL105C	YJL095W	p	p	1	(null, resistance to chemicals: decreased, 3-nitroso-2-phenylimidazo[1,2-a]pyrimidine (9 uM))
YHR030C	YCR009C	YPL049C	kd	tu	1	(null, resistance to enzymatic treatment: decreased,  )
YHR030C	YDR115W	YLR182W	kd	tu	2	(null, resistance to chemicals: decreased, ethanol (8%)); (null, resistance to chemicals: decreased, 7-phenyl-2,4,6-heptatrienoic hydroxamic acid (histone deacetylase inhibitor CG-1521))
YHR030C	YDR115W	YLR182W	p	tu	2	(null, resistance to chemicals: decreased, ethanol (8%)); (null, resistance to chemicals: decreased, 7-phenyl-2,4,6-heptatrienoic hydroxamic acid (histone deacetylase inhibitor CG-1521))
YHR030C	YDR293C	YJR066W	ku	ku	7	(null, resistance to chemicals: decreased, caffeine (2 mg/ml)); (null, resistance to chemicals: decreased, sirolimus); (null, resistance to chemicals: decreased, sirolimus (0.1 ug/ml)); (null, resistance to chemicals: decreased, ethanol (8%)); (null, resistance to chemicals: decreased, caffeine (0.15%)); (null, resistance to chemicals: decreased, caffeine (6 mM)); (null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YHR030C	YDR388W	YDL127W	kd	p	1	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YHR030C	YDR388W	YGR229C	kd	p	5	(null, resistance to chemicals: decreased, ethanol (6%)); (null, resistance to chemicals: decreased, caspofungin (10 ng/ml)); (null, resistance to chemicals: decreased, Congo Red (50 ug/ml)); (null, vacuolar morphology: abnormal, sodium chloride (0.4 M)); (null, resistance to chemicals: decreased, methylglyoxal (8 mM))
YHR030C	YDR388W	YGR229C	p	p	5	(null, resistance to chemicals: decreased, ethanol (6%)); (null, resistance to chemicals: decreased, caspofungin (10 ng/ml)); (null, resistance to chemicals: decreased, Congo Red (50 ug/ml)); (null, vacuolar morphology: abnormal, sodium chloride (0.4 M)); (null, resistance to chemicals: decreased, methylglyoxal (8 mM))
YHR030C	YEL036C	YLR342W	kd	p	2	(null, desiccation resistance: decreased,  ); (null, resistance to chemicals: decreased, 7-phenyl-2,4,6-heptatrienoic hydroxamic acid (histone deacetylase inhibitor CG-1521))
YHR030C	YER111C	YGR189C	kd	td	2	(null, toxin resistance: decreased,  ); (null, resistance to chemicals: decreased, Congo Red (50 ug/ml))
YHR030C	YER111C	YJL158C	kd	td	1	(null, toxin resistance: decreased,  )
YHR030C	YER111C	YJL159W	kd	td	2	(null, resistance to chemicals: decreased, Calcofluor White); (null, toxin resistance: decreased,  )
YHR030C	YER111C	YLR182W	kd	p	4	(null, resistance to chemicals: decreased, ethanol (8%)); (null, toxin resistance: decreased,  ); (null, resistance to chemicals: decreased, Congo Red (50 ug/ml)); (null, metal resistance: decreased, cadmium dichloride (100 uM))
YHR030C	YER111C	YLR182W	kd	tu	4	(null, resistance to chemicals: decreased, ethanol (8%)); (null, toxin resistance: decreased,  ); (null, resistance to chemicals: decreased, Congo Red (50 ug/ml)); (null, metal resistance: decreased, cadmium dichloride (100 uM))
YHR030C	YER111C	YLR182W	p	p	4	(null, resistance to chemicals: decreased, ethanol (8%)); (null, toxin resistance: decreased,  ); (null, resistance to chemicals: decreased, Congo Red (50 ug/ml)); (null, metal resistance: decreased, cadmium dichloride (100 uM))
YHR030C	YER111C	YLR182W	p	tu	4	(null, resistance to chemicals: decreased, ethanol (8%)); (null, toxin resistance: decreased,  ); (null, resistance to chemicals: decreased, Congo Red (50 ug/ml)); (null, metal resistance: decreased, cadmium dichloride (100 uM))
YHR030C	YER111C	YLR332W	kd	td	1	(null, metal resistance: decreased, cadmium dichloride (100 uM))
YHR030C	YER111C	YLR342W	kd	td	3	(null, resistance to chemicals: decreased, Calcofluor White); (null, resistance to chemicals: decreased, Congo Red (50 ug/ml)); (null, resistance to chemicals: decreased, colistin (5 ug/ml)|aminocandin (0.00125 ug/ml))
YHR030C	YER111C	YMR307W	kd	td	4	(null, resistance to chemicals: decreased, Calcofluor White); (null, toxin resistance: decreased,  ); (null, alkaline pH resistance: decreased,  ); (null, resistance to chemicals: decreased, Congo Red (50 ug/ml))
YHR030C	YER111C	YNL289W	kd	td	1	(null, toxin resistance: decreased,  )
YHR030C	YER111C	YNL298W	ku	ku	5	(null, resistance to chemicals: decreased, ethanol (8%)); (null, resistance to chemicals: decreased, Calcofluor White); (null, resistance to chemicals: decreased, Congo Red (50 ug/ml)); (null, resistance to chemicals: decreased, Calcofluor White (3 ug/ml)); (null, resistance to chemicals: decreased, melphalan (800 uM))
YHR030C	YER111C	YNL298W	ku	td	5	(null, resistance to chemicals: decreased, ethanol (8%)); (null, resistance to chemicals: decreased, Calcofluor White); (null, resistance to chemicals: decreased, Congo Red (50 ug/ml)); (null, resistance to chemicals: decreased, Calcofluor White (3 ug/ml)); (null, resistance to chemicals: decreased, melphalan (800 uM))
YHR030C	YER149C	YLL021W	kd	p	1	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YHR030C	YER149C	YLL021W	p	p	1	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YHR030C	YER155C	YLR342W	kd	p	1	(null, resistance to chemicals: decreased, caspofungin (10 ng/ml))
YHR030C	YFR029W	YER111C	kd	tu	1	(null, resistance to chemicals: decreased, ethanol (8%))
YHR030C	YFR029W	YER111C	p	tu	1	(null, resistance to chemicals: decreased, ethanol (8%))
YHR030C	YGR229C	YER167W	kd	p	1	(null, resistance to chemicals: decreased, hygromycin B (7 ug/ml))
YHR030C	YGR229C	YJL095W	kd	ku	12	(null, resistance to chemicals: decreased, sirolimus (0.1 ug/ml)); (null, resistance to chemicals: decreased, tunicamycin (0.5 and 5 ug/ml)); (null, resistance to chemicals: decreased, Calcofluor White); (null, resistance to chemicals: decreased, hydrogen chloride (0.24% (w/v), pH 2.6)); (null, resistance to chemicals: decreased, caspofungin (10 ng/ml)); (null, resistance to chemicals: decreased, Congo Red (50 ug/ml)); (null, resistance to chemicals: decreased, 7-phenyl-2,4,6-heptatrienoic hydroxamic acid (histone deacetylase inhibitor CG-1521)); (null, resistance to chemicals: decreased, Calcofluor White (3 ug/ml)); (null, resistance to chemicals: decreased, caffeine (6 mM)); (null, resistance to chemicals: decreased, hygromycin B (7 ug/ml)); (null, resistance to chemicals: decreased, chromium trioxide (0.05 mM)); (null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YHR030C	YGR229C	YJL095W	ku	ku	12	(null, resistance to chemicals: decreased, sirolimus (0.1 ug/ml)); (null, resistance to chemicals: decreased, tunicamycin (0.5 and 5 ug/ml)); (null, resistance to chemicals: decreased, Calcofluor White); (null, resistance to chemicals: decreased, hydrogen chloride (0.24% (w/v), pH 2.6)); (null, resistance to chemicals: decreased, caspofungin (10 ng/ml)); (null, resistance to chemicals: decreased, Congo Red (50 ug/ml)); (null, resistance to chemicals: decreased, 7-phenyl-2,4,6-heptatrienoic hydroxamic acid (histone deacetylase inhibitor CG-1521)); (null, resistance to chemicals: decreased, Calcofluor White (3 ug/ml)); (null, resistance to chemicals: decreased, caffeine (6 mM)); (null, resistance to chemicals: decreased, hygromycin B (7 ug/ml)); (null, resistance to chemicals: decreased, chromium trioxide (0.05 mM)); (null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YHR030C	YGR229C	YJL095W	p	ku	12	(null, resistance to chemicals: decreased, sirolimus (0.1 ug/ml)); (null, resistance to chemicals: decreased, tunicamycin (0.5 and 5 ug/ml)); (null, resistance to chemicals: decreased, Calcofluor White); (null, resistance to chemicals: decreased, hydrogen chloride (0.24% (w/v), pH 2.6)); (null, resistance to chemicals: decreased, caspofungin (10 ng/ml)); (null, resistance to chemicals: decreased, Congo Red (50 ug/ml)); (null, resistance to chemicals: decreased, 7-phenyl-2,4,6-heptatrienoic hydroxamic acid (histone deacetylase inhibitor CG-1521)); (null, resistance to chemicals: decreased, Calcofluor White (3 ug/ml)); (null, resistance to chemicals: decreased, caffeine (6 mM)); (null, resistance to chemicals: decreased, hygromycin B (7 ug/ml)); (null, resistance to chemicals: decreased, chromium trioxide (0.05 mM)); (null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YHR030C	YGR229C	YKL190W	kd	p	3	(null, resistance to chemicals: decreased, tunicamycin (0.5 and 5 ug/ml)); (null, resistance to chemicals: decreased, hydrogen chloride (0.24% (w/v), pH 2.6)); (null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YHR030C	YGR229C	YLR332W	kd	p	3	(null, resistance to chemicals: decreased, tunicamycin (0.5 and 5 ug/ml)); (null, resistance to chemicals: decreased, 7-phenyl-2,4,6-heptatrienoic hydroxamic acid (histone deacetylase inhibitor CG-1521)); (null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YHR030C	YGR229C	YPL089C	kd	p	4	(null, resistance to chemicals: decreased, tunicamycin (0.5 and 5 ug/ml)); (null, resistance to chemicals: decreased, hydrogen chloride (0.24% (w/v), pH 2.6)); (null, resistance to chemicals: decreased, caffeine (6 mM)); (null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YHR030C	YGR229C	YPL089C	p	p	4	(null, resistance to chemicals: decreased, tunicamycin (0.5 and 5 ug/ml)); (null, resistance to chemicals: decreased, hydrogen chloride (0.24% (w/v), pH 2.6)); (null, resistance to chemicals: decreased, caffeine (6 mM)); (null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YHR031C	YCR003W	YNL068C	tu	tu	1	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YHR041C	YCL010C	YBR198C	p	p	1	(null, starvation resistance: decreased,  )
YHR041C	YCL010C	YDR176W	p	p	2	(null, desiccation resistance: decreased,  ); (null, resistance to chemicals: decreased, amitrole (22 mg/ml))
YHR041C	YCL010C	YDR448W	p	p	1	(null, desiccation resistance: decreased,  )
YHR041C	YDR159W	YDR448W	p	p	2	(null, desiccation resistance: decreased,  ); (null, resistance to chemicals: decreased, wortmannin (1.3 ug/ml))
YHR041C	YDR448W	YDR176W	p	p	6	(null, resistance to chemicals: decreased, ethanol (6%)); (null, resistance to chemicals: decreased, cycloheximide (0.18 ug/ml)); (null, desiccation resistance: decreased,  ); (null, resistance to chemicals: decreased, polyalkylguanidinium biocides); (null, resistance to chemicals: decreased, Congo Red (50 ug/ml)); (null, resistance to chemicals: decreased, wortmannin (1.3 ug/ml))
YHR041C	YDR448W	YEL009C	p	p	1	(null, resistance to chemicals: decreased, polyalkylguanidinium biocides)
YHR041C	YER022W	YGL025C	p	p	1	(null, starvation resistance: decreased,  )
YHR041C	YER022W	YPL042C	ku	ku	1	(null, starvation resistance: decreased,  )
YHR041C	YER022W	YPL042C	ku	p	1	(null, starvation resistance: decreased,  )
YHR041C	YGL066W	YDR448W	p	p	2	(null, desiccation resistance: decreased,  ); (null, resistance to chemicals: decreased, Congo Red (50 ug/ml))
YHR041C	YGL151W	YGL025C	p	p	1	(null, resistance to chemicals: decreased, amitrole (22 mg/ml))
YHR041C	YGL252C	YDR176W	p	p	1	(null, resistance to chemicals: decreased, Congo Red (50 ug/ml))
YHR051W	YDR372C	YBL021C	tu	tu	1	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YHR062C	YBR167C	YBR257W	p	p	1	(null, resistance to chemicals: decreased, 6-azauridine)
YHR062C	YBR167C	YNL221C	p	p	1	(null, resistance to chemicals: decreased, 6-azauridine)
YHR064C	YDL035C	YKL112W	tu	tu	1	(null, innate thermotolerance: increased,  )
YHR081W	YGR158C	YGR095C	p	p	1	(null, innate thermotolerance: increased,  )
YHR081W	YGR158C	YOL021C	p	p	1	(null, innate thermotolerance: increased,  )
YHR081W	YGR158C	YOR001W	p	p	1	(repressible, toxin resistance: increased,  )
YHR107C	YER111C	YDR507C	ku	td	1	(null, toxin resistance: decreased,  )
YHR107C	YER111C	YDR507C	p	td	1	(null, toxin resistance: decreased,  )
YHR107C	YER111C	YJL187C	ku	td	1	(null, toxin resistance: decreased,  )
YHR108W	YAL026C	YDL192W	p	p	3	(null, resistance to chemicals: decreased, cordycepin (20 ug/ml)); (null, resistance to chemicals: decreased, mefloquine); (null, resistance to chemicals: decreased, hygromycin B (7 ug/ml))
YHR108W	YDR358W	YDL137W	p	p	1	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YHR108W	YDR358W	YDL192W	p	p	1	(null, resistance to chemicals: decreased, hygromycin B (0.075 ug/ml))
YHR108W	YDR358W	YGL206C	p	p	1	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YHR108W	YDR358W	YLL039C	p	p	1	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YHR114W	YCR009C	YBR108W	p	p	1	(null, resistance to chemicals: decreased, streptomycin (40 mg/ml))
YHR135C	YGL115W	YDR028C	kd	p	1	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YHR152W	YAL024C	YNL068C	tu	tu	1	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YHR152W	YBR139W	YNL068C	tu	tu	1	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YHR152W	YGL208W	YJL168C	p	p	1	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YHR152W	YGR092W	YNL068C	tu	tu	1	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YHR162W	YDR127W	YEL009C	tu	tu	1	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YHR178W	YBR095C	YOL004W	p	p	1	(null, resistance to chemicals: increased, myriocin (1 uM))
YHR178W	YDR096W	YFL023W	td	p	1	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YHR178W	YDR310C	YMR272C	td	td	2	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M)); (null, resistance to chemicals: decreased, amitrole (22 mg/ml))
YHR178W	YGL252C	YER177W	td	p	2	(null, resistance to chemicals: decreased, caffeine (0.15%)); (null, oxidative stress resistance: increased, hydrogen peroxide (3 mM))
YHR185C	YDR207C	YHR014W	p	td	1	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YHR186C	YBR077C	YML121W	p	p	2	(null, resistance to chemicals: decreased, caffeine); (null, resistance to chemicals: decreased, sirolimus)
YHR186C	YDL077C	YJR066W	ku	ku	1	(null, resistance to chemicals: decreased, sirolimus)
YHR186C	YDL077C	YJR066W	p	ku	1	(null, resistance to chemicals: decreased, sirolimus)
YHR186C	YGR163W	YML121W	p	p	2	(null, resistance to chemicals: decreased, caffeine); (null, resistance to chemicals: decreased, sirolimus)
YHR188C	YDR434W	YDR331W	p	p	1	(conditional, killer toxin resistance: increased,  )
YHR194W	YBR289W	YKL109W	tu	p	1	(null, desiccation resistance: decreased,  )
YHR200W	YBR035C	YLL039C	p	p	1	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YHR200W	YBR173C	YDL020C	p	tu	1	(null, desiccation resistance: decreased,  )
YHR200W	YBR173C	YDL020C	tu	tu	1	(null, desiccation resistance: decreased,  )
YHR200W	YBR175W	YDL020C	p	tu	1	(null, desiccation resistance: decreased,  )
YHR200W	YBR175W	YDL020C	tu	tu	1	(null, desiccation resistance: decreased,  )
YHR200W	YDL020C	YEL037C	p	td	2	(null, resistance to chemicals: decreased, cycloheximide (0.18 uM)); (null, desiccation resistance: decreased,  )
YHR200W	YDL020C	YFR010W	p	td	3	(null, resistance to chemicals: decreased, cycloheximide (0.18 uM)); (null, resistance to chemicals: decreased, camptothecin (43 uM)); (null, desiccation resistance: decreased,  )
YHR200W	YDL190C	YLL039C	p	p	1	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YHR200W	YDL190C	YMR276W	p	p	1	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YHR200W	YEL037C	YDL020C	p	tu	2	(null, resistance to chemicals: decreased, cycloheximide (0.18 uM)); (null, desiccation resistance: decreased,  )
YHR200W	YEL037C	YDL020C	tu	tu	2	(null, resistance to chemicals: decreased, cycloheximide (0.18 uM)); (null, desiccation resistance: decreased,  )
YHR200W	YEL037C	YLL039C	p	p	3	(null, resistance to chemicals: decreased, cycloheximide (0.18 uM)); (null, resistance to chemicals: increased, bleomycin (3.2 uM)); (null, desiccation resistance: decreased,  )
YHR200W	YER021W	YBR272C	p	p	1	(null, resistance to chemicals: decreased, trapoxin A)
YHR200W	YER021W	YDL097C	p	p	1	(null, resistance to chemicals: decreased, trapoxin A)
YHR200W	YER021W	YDR363W-A	p	p	1	(null, resistance to chemicals: decreased, trapoxin A)
YHR200W	YER021W	YDR394W	p	p	1	(null, resistance to chemicals: decreased, trapoxin A)
YHR200W	YER021W	YFR004W	p	p	1	(null, resistance to chemicals: decreased, trapoxin A)
YHR200W	YFR010W	YDL020C	p	tu	3	(null, resistance to chemicals: decreased, cycloheximide (0.18 uM)); (null, resistance to chemicals: decreased, camptothecin (43 uM)); (null, desiccation resistance: decreased,  )
YHR200W	YFR010W	YDL020C	tu	tu	3	(null, resistance to chemicals: decreased, cycloheximide (0.18 uM)); (null, resistance to chemicals: decreased, camptothecin (43 uM)); (null, desiccation resistance: decreased,  )
YHR200W	YGR135W	YDL020C	p	tu	2	(null, resistance to chemicals: decreased, bortezomib (260 uM)); (null, desiccation resistance: decreased,  )
YHR200W	YGR135W	YDL020C	tu	tu	2	(null, resistance to chemicals: decreased, bortezomib (260 uM)); (null, desiccation resistance: decreased,  )
YHR200W	YGR135W	YFR004W	p	p	1	(null, resistance to chemicals: decreased, trapoxin A)
YHR200W	YGR135W	YLL039C	p	p	1	(null, desiccation resistance: decreased,  )
YHR206W	YHR030C	YGR086C	td	kd	2	(null, resistance to chemicals: decreased, quinine (1.5 g/L)); (null, resistance to chemicals: decreased, tunicamycin (0.6 uM))
YHR206W	YHR030C	YJL158C	td	kd	1	(null, resistance to enzymatic treatment: decreased,  )
YHR206W	YHR030C	YLR110C	td	kd	2	(null, desiccation resistance: decreased,  ); (null, resistance to chemicals: decreased, hygromycin B (7 ug/ml))
YIL021W	YGL043W	YGL070C	p	p	1	(null, innate thermotolerance: decreased,  )
YIL033C	YGL180W	YJL164C	ku	ku	1	(null, desiccation resistance: decreased,  )
YIL033C	YGL180W	YJL164C	p	ku	1	(null, desiccation resistance: decreased,  )
YIL038C	YCR093W	YAL021C	p	p	1	(null, innate thermotolerance: increased,  )
YIL046W	YBL007C	YLL039C	p	p	1	(null, oxidative stress resistance: decreased, hydrogen peroxide (3 mM))
YIL046W	YDR207C	YLL039C	p	td	1	(null, oxidative stress resistance: decreased, hydrogen peroxide (3 mM))
YIL053W	YCR010C	YDR207C	tu	tu	1	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YIL062C	YBR234C	YDL029W	p	p	2	(null, actin cytoskeleton morphology: abnormal,  ); (null, resistance to chemicals: decreased, chondramide derivative)
YIL062C	YBR234C	YDR129C	p	p	2	(null, actin cytoskeleton morphology: abnormal,  ); (null, resistance to chemicals: decreased, chondramide derivative)
YIL062C	YBR234C	YJR065C	p	p	3	(null, actin cytoskeleton morphology: abnormal,  ); (null, resistance to chemicals: decreased, chondramide derivative); (unspecified, resistance to chemicals: increased, cycloheximide (100 ng/ml))
YIL062C	YBR234C	YKL013C	p	p	2	(null, actin cytoskeleton morphology: abnormal,  ); (null, resistance to chemicals: decreased, chondramide derivative)
YIL062C	YBR234C	YLR370C	p	p	2	(null, actin cytoskeleton morphology: abnormal,  ); (null, resistance to chemicals: decreased, chondramide derivative)
YIL062C	YBR234C	YMR109W	p	p	1	(null, resistance to chemicals: decreased, chondramide derivative)
YIL062C	YBR234C	YNR035C	p	p	3	(null, actin cytoskeleton morphology: abnormal,  ); (null, resistance to chemicals: decreased, chondramide derivative); (unspecified, resistance to chemicals: increased, cycloheximide (100 ng/ml))
YIL062C	YBR234C	YOR181W	p	p	1	(null, actin cytoskeleton morphology: abnormal,  )
YIL062C	YDL029W	YBR234C	p	p	2	(null, actin cytoskeleton morphology: abnormal,  ); (null, resistance to chemicals: decreased, chondramide derivative)
YIL062C	YDL029W	YJR065C	p	p	2	(null, actin cytoskeleton morphology: abnormal,  ); (null, resistance to chemicals: decreased, chondramide derivative)
YIL062C	YDL029W	YKL013C	p	p	2	(null, actin cytoskeleton morphology: abnormal,  ); (null, resistance to chemicals: decreased, chondramide derivative)
YIL062C	YDL029W	YLR370C	p	p	2	(null, actin cytoskeleton morphology: abnormal,  ); (null, resistance to chemicals: decreased, chondramide derivative)
YIL062C	YDL029W	YMR109W	p	p	1	(null, resistance to chemicals: decreased, chondramide derivative)
YIL062C	YDL029W	YNR035C	p	p	2	(null, actin cytoskeleton morphology: abnormal,  ); (null, resistance to chemicals: decreased, chondramide derivative)
YIL062C	YDL029W	YOR181W	p	p	1	(null, actin cytoskeleton morphology: abnormal,  )
YIL062C	YDR388W	YDL029W	p	p	1	(null, resistance to chemicals: decreased, chondramide derivative)
YIL062C	YDR388W	YMR109W	p	p	1	(null, resistance to chemicals: decreased, chondramide derivative)
YIL076W	YBR044C	YDL106C	tu	tu	1	(null, resistance to chemicals: decreased, 7-phenyl-2,4,6-heptatrienoic hydroxamic acid (histone deacetylase inhibitor CG-1521))
YIL076W	YDL006W	YHR030C	ku	ku	4	(null, resistance to chemicals: decreased, propan-1-ol (7%)); (null, toxin resistance: decreased,  ); (null, resistance to chemicals: decreased, 7-phenyl-2,4,6-heptatrienoic hydroxamic acid (histone deacetylase inhibitor CG-1521)); (null, resistance to chemicals: decreased, Congo Red (50 ug/ml))
YIL076W	YDL100C	YLR268W	p	p	1	(null, resistance to chemicals: decreased, 7-phenyl-2,4,6-heptatrienoic hydroxamic acid (histone deacetylase inhibitor CG-1521))
YIL076W	YDR238C	YDL192W	p	p	1	(null, resistance to chemicals: decreased, chondramide derivative)
YIL076W	YDR238C	YFR051C	p	p	1	(null, resistance to chemicals: decreased, chondramide derivative)
YIL076W	YFR051C	YDL192W	p	p	1	(null, resistance to chemicals: decreased, chondramide derivative)
YIL076W	YFR051C	YDR238C	p	p	1	(null, resistance to chemicals: decreased, chondramide derivative)
YIL076W	YGL137W	YLR268W	p	p	1	(null, toxin resistance: decreased,  )
YIL076W	YHL020C	YHR030C	ku	ku	3	(null, toxin resistance: decreased,  ); (null, resistance to chemicals: decreased, 7-phenyl-2,4,6-heptatrienoic hydroxamic acid (histone deacetylase inhibitor CG-1521)); (null, resistance to chemicals: decreased, Congo Red (50 ug/ml))
YIL084C	YDR448W	YPL181W	p	p	1	(null, resistance to chemicals: decreased, Congo Red (50 ug/ml))
YIL090W	YDL076C	YDR207C	tu	p	1	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YIL095W	YBL007C	YCR088W	kd	p	1	(null, oxidative stress resistance: decreased, hydrogen peroxide (3 mM))
YIL095W	YBL007C	YCR088W	p	p	1	(null, oxidative stress resistance: decreased, hydrogen peroxide (3 mM))
